id_cliente,data,descricao,categoria,valor,tipo
11,2026-01-07,Aporte ETF Ibovespa,Investimentos,900.00,saida
11,2026-01-08,Aporte Tesouro IPCA+,Investimentos,1000.00,saida
11,2026-01-09,Plano de Saúde Familiar,Saúde,780.00,saida
11,2026-01-10,Conta de Energia,Contas,205.00,saida
11,2026-01-12,Supermercado Pão de Açúcar,Alimentação,548.00,saida
11,2026-01-15,Condomínio,Moradia,980.00,saida
11,2026-01-18,Dividendos FIIs,Investimentos,165.00,entrada
11,2026-01-21,Academia Smart Fit,Saúde,129.90,saida
11,2026-01-25,Restaurante Madero,Lazer,145.00,saida
11,2026-01-28,Reserva Patrimonial,Investimentos,800.00,saida

11,2026-02-05,Salário Empresa Administradora,Renda,11500.00,entrada
11,2026-02-06,Aporte Fundo Imobiliário Dividendos Plus,Investimentos,1200.00,saida
11,2026-02-07,Aporte ETF Ibovespa,Investimentos,900.00,saida
11,2026-02-08,Aporte Tesouro IPCA+,Investimentos,1000.00,saida
11,2026-02-09,Plano de Saúde Familiar,Saúde,780.00,saida
11,2026-02-10,Conta de Energia,Contas,214.00,saida
11,2026-02-12,Supermercado Pão de Açúcar,Alimentação,556.00,saida
11,2026-02-15,Condomínio,Moradia,980.00,saida
11,2026-02-18,Dividendos FIIs,Investimentos,178.00,entrada
11,2026-02-21,Academia Smart Fit,Saúde,129.90,saida
11,2026-02-25,Restaurante Madero,Lazer,152.00,saida
11,2026-02-28,Reserva Patrimonial,Investimentos,800.00,saida

11,2026-03-05,Salário Empresa Administradora,Renda,11500.00,entrada
11,2026-03-06,Aporte Fundo Imobiliário Dividendos Plus,Investimentos,1200.00,saida
11,2026-03-07,Aporte ETF Ibovespa,Investimentos,900.00,saida
11,2026-03-08,Aporte Tesouro IPCA+,Investimentos,1000.00,saida
11,2026-03-09,Plano de Saúde Familiar,Saúde,780.00,saida
11,2026-03-10,Conta de Energia,Contas,208.00,saida
11,2026-03-12,Supermercado Pão de Açúcar,Alimentação,542.60,saida
11,2026-03-15,Condomínio,Moradia,980.00,saida
11,2026-03-18,Dividendos FIIs,Investimentos,180.00,entrada
11,2026-03-21,Academia Smart Fit,Saúde,129.90,saida
11,2026-03-25,Restaurante Madero,Lazer,134.90,saida
11,2026-03-28,Reserva Patrimonial,Investimentos,800.00,saida

12,2026-01-05,Salário Farmácia Vida,Renda,9300.00,entrada
12,2026-01-06,Aporte ETF Global Equity,Investimentos,1500.00,saida
12,2026-01-07,Aporte Tesouro IPCA+,Investimentos,1000.00,saida
12,2026-01-08,Reserva Educação Filhos,Investimentos,700.00,saida
12,2026-01-09,Plano de Saúde Familiar,Saúde,890.00,saida
12,2026-01-10,Conta de Energia,Contas,182.00,saida
12,2026-01-12,Supermercado Carrefour,Alimentação,472.00,saida
12,2026-01-14,Mensalidade Escolar,Educação,1650.00,saida
12,2026-01-18,Dividendos ETF Internacional,Investimentos,80.00,entrada
12,2026-01-21,Netflix,Assinaturas,44.90,saida
12,2026-01-25,Restaurante Coco Bambu,Lazer,225.00,saida
12,2026-01-28,Uber,Transporte,74.00,saida

12,2026-02-05,Salário Farmácia Vida,Renda,9300.00,entrada
12,2026-02-06,Aporte ETF Global Equity,Investimentos,1500.00,saida
12,2026-02-07,Aporte Tesouro IPCA+,Investimentos,1000.00,saida
12,2026-02-08,Reserva Educação Filhos,Investimentos,700.00,saida
12,2026-02-09,Plano de Saúde Familiar,Saúde,890.00,saida
12,2026-02-10,Conta de Energia,Contas,188.00,saida
12,2026-02-12,Supermercado Carrefour,Alimentação,485.00,saida
12,2026-02-14,Mensalidade Escolar,Educação,1650.00,saida
12,2026-02-18,Dividendos ETF Internacional,Investimentos,92.00,entrada
12,2026-02-21,Netflix,Assinaturas,44.90,saida
12,2026-02-25,Restaurante Coco Bambu,Lazer,240.00,saida
12,2026-02-28,Uber,Transporte,72.80,saida

12,2026-03-05,Salário Farmácia Vida,Renda,9300.00,entrada
12,2026-03-06,Aporte ETF Global Equity,Investimentos,1500.00,saida
12,2026-03-07,Aporte Tesouro IPCA+,Investimentos,1000.00,saida
12,2026-03-08,Reserva Educação Filhos,Investimentos,700.00,saida
12,2026-03-09,Plano de Saúde Familiar,Saúde,890.00,saida
12,2026-03-10,Conta de Energia,Contas,184.00,saida
12,2026-03-12,Supermercado Carrefour,Alimentação,488.70,saida
12,2026-03-14,Mensalidade Escolar,Educação,1650.00,saida
12,2026-03-18,Dividendos ETF Internacional,Investimentos,95.00,entrada
12,2026-03-21,Netflix,Assinaturas,44.90,saida
12,2026-03-25,Restaurante Coco Bambu,Lazer,248.00,saida
12,2026-03-28,Uber,Transporte,72.80,saida

13,2026-01-05,Salário Empresa Tecnologia,Renda,22000.00,entrada
13,2026-01-06,Aporte ETF Nasdaq Tech,Investimentos,3500.00,saida
13,2026-01-07,Aporte Fundo Small Caps Brasil,Investimentos,2500.00,saida
13,2026-01-08,Aporte ETF S&P 500,Investimentos,2500.00,saida
13,2026-01-09,Aporte Fundo Ações Dividendos Brasil,Investimentos,1800.00,saida
13,2026-01-10,Plano de Saúde Executivo,Saúde,1150.00,saida
13,2026-01-12,Supermercado St Marche,Alimentação,980.00,saida
13,2026-01-15,Condomínio,Moradia,2100.00,saida
13,2026-01-18,Dividendos Recebidos,Investimentos,620.00,entrada
13,2026-01-20,Conta de Energia,Contas,340.00,saida
13,2026-01-24,Restaurante Coco Bambu,Lazer,420.00,saida
13,2026-01-28,Reserva Independência Financeira,Investimentos,2000.00,saida

13,2026-02-05,Salário Empresa Tecnologia,Renda,22000.00,entrada
13,2026-02-06,Aporte ETF Nasdaq Tech,Investimentos,3500.00,saida
13,2026-02-07,Aporte Fundo Small Caps Brasil,Investimentos,2500.00,saida
13,2026-02-08,Aporte ETF S&P 500,Investimentos,2500.00,saida
13,2026-02-09,Aporte Fundo Ações Dividendos Brasil,Investimentos,1800.00,saida
13,2026-02-10,Plano de Saúde Executivo,Saúde,1150.00,saida
13,2026-02-12,Supermercado St Marche,Alimentação,1015.00,saida
13,2026-02-15,Condomínio,Moradia,2100.00,saida
13,2026-02-18,Dividendos Recebidos,Investimentos,685.00,entrada
13,2026-02-20,Conta de Energia,Contas,352.00,saida
13,2026-02-24,Restaurante Coco Bambu,Lazer,455.00,saida
13,2026-02-28,Reserva Independência Financeira,Investimentos,2000.00,saida

13,2026-03-05,Salário Empresa Tecnologia,Renda,22000.00,entrada
13,2026-03-06,Aporte ETF Nasdaq Tech,Investimentos,3500.00,saida
13,2026-03-07,Aporte Fundo Small Caps Brasil,Investimentos,2500.00,saida
13,2026-03-08,Aporte ETF S&P 500,Investimentos,2500.00,saida
13,2026-03-09,Aporte Fundo Ações Dividendos Brasil,Investimentos,1800.00,saida
13,2026-03-10,Plano de Saúde Executivo,Saúde,1150.00,saida
13,2026-03-12,Supermercado St Marche,Alimentação,995.00,saida
13,2026-03-15,Condomínio,Moradia,2100.00,saida
13,2026-03-18,Dividendos Recebidos,Investimentos,720.00,entrada
13,2026-03-20,Conta de Energia,Contas,346.00,saida
13,2026-03-24,Restaurante Coco Bambu,Lazer,438.00,saida
13,2026-03-28,Reserva Independência Financeira,Investimentos,2000.00,saida

14,2026-01-05,Salário Empresa Contábil,Renda,6800.00,entrada
14,2026-01-06,Aporte Tesouro Selic,Investimentos,1000.00,saida
14,2026-01-07,Aporte CDB Liquidez Diária Premium,Investimentos,800.00,saida
14,2026-01-08,Aporte LCI Direto 95 CDI,Investimentos,700.00,saida
14,2026-01-09,Plano de Saúde,Saúde,620.00,saida
14,2026-01-10,Conta de Energia,Contas,165.00,saida
14,2026-01-12,Supermercado Carrefour,Alimentação,540.00,saida
14,2026-01-15,Condomínio,Moradia,760.00,saida
14,2026-01-18,Netflix,Assinaturas,44.90,saida
14,2026-01-22,Academia Smart Fit,Saúde,129.90,saida
14,2026-01-24,Farmácia,Diversos,96.00,saida
14,2026-01-28,Reserva Emergência,Investimentos,500.00,saida

14,2026-02-05,Salário Empresa Contábil,Renda,6800.00,entrada
14,2026-02-06,Aporte Tesouro Selic,Investimentos,1000.00,saida
14,2026-02-07,Aporte CDB Liquidez Diária Premium,Investimentos,800.00,saida
14,2026-02-08,Aporte LCI Direto 95 CDI,Investimentos,700.00,saida
14,2026-02-09,Plano de Saúde,Saúde,620.00,saida
14,2026-02-10,Conta de Energia,Contas,172.00,saida
14,2026-02-12,Supermercado Carrefour,Alimentação,556.00,saida
14,2026-02-15,Condomínio,Moradia,760.00,saida
14,2026-02-18,Netflix,Assinaturas,44.90,saida
14,2026-02-22,Academia Smart Fit,Saúde,129.90,saida
14,2026-02-24,Farmácia,Diversos,104.00,saida
14,2026-02-28,Reserva Emergência,Investimentos,500.00,saida

14,2026-03-05,Salário Empresa Contábil,Renda,6800.00,entrada
14,2026-03-06,Aporte Tesouro Selic,Investimentos,1000.00,saida
14,2026-03-07,Aporte CDB Liquidez Diária Premium,Investimentos,800.00,saida
14,2026-03-08,Aporte LCI Direto 95 CDI,Investimentos,700.00,saida
14,2026-03-09,Plano de Saúde,Saúde,620.00,saida
14,2026-03-10,Conta de Energia,Contas,168.00,saida
14,2026-03-12,Supermercado Carrefour,Alimentação,548.00,saida
14,2026-03-15,Condomínio,Moradia,760.00,saida
14,2026-03-18,Netflix,Assinaturas,44.90,saida
14,2026-03-22,Academia Smart Fit,Saúde,129.90,saida
14,2026-03-24,Farmácia,Diversos,99.00,saida
14,2026-03-28,Reserva Emergência,Investimentos,500.00,saida

15,2026-01-05,Salário Prefeitura Municipal,Renda,7200.00,entrada
15,2026-01-06,Aporte Tesouro Selic,Investimentos,1200.00,saida
15,2026-01-07,Aporte CDB Liquidez Diária Premium,Investimentos,1000.00,saida
15,2026-01-08,Aporte LCA Agronegócio Premium,Investimentos,800.00,saida
15,2026-01-09,Plano de Saúde Familiar,Saúde,650.00,saida
15,2026-01-10,Conta de Energia,Contas,185.00,saida
15,2026-01-12,Supermercado Assaí,Alimentação,520.00,saida
15,2026-01-15,Condomínio,Moradia,690.00,saida
15,2026-01-18,Internet Fibra,Contas,119.90,saida
15,2026-01-20,Netflix,Assinaturas,44.90,saida
15,2026-01-24,Farmácia,Diversos,88.00,saida
15,2026-01-28,Reserva Aposentadoria,Investimentos,600.00,saida

15,2026-02-05,Salário Prefeitura Municipal,Renda,7200.00,entrada
15,2026-02-06,Aporte Tesouro Selic,Investimentos,1200.00,saida
15,2026-02-07,Aporte CDB Liquidez Diária Premium,Investimentos,1000.00,saida
15,2026-02-08,Aporte LCA Agronegócio Premium,Investimentos,800.00,saida
15,2026-02-09,Plano de Saúde Familiar,Saúde,650.00,saida
15,2026-02-10,Conta de Energia,Contas,192.00,saida
15,2026-02-12,Supermercado Assaí,Alimentação,538.00,saida
15,2026-02-15,Condomínio,Moradia,690.00,saida
15,2026-02-18,Internet Fibra,Contas,119.90,saida
15,2026-02-20,Netflix,Assinaturas,44.90,saida
15,2026-02-24,Farmácia,Diversos,93.00,saida
15,2026-02-28,Reserva Aposentadoria,Investimentos,600.00,saida

15,2026-03-05,Salário Prefeitura Municipal,Renda,7200.00,entrada
15,2026-03-06,Aporte Tesouro Selic,Investimentos,1200.00,saida
15,2026-03-07,Aporte CDB Liquidez Diária Premium,Investimentos,1000.00,saida
15,2026-03-08,Aporte LCA Agronegócio Premium,Investimentos,800.00,saida
15,2026-03-09,Plano de Saúde Familiar,Saúde,650.00,saida
15,2026-03-10,Conta de Energia,Contas,188.00,saida
15,2026-03-12,Supermercado Assaí,Alimentação,529.00,saida
15,2026-03-15,Condomínio,Moradia,690.00,saida
15,2026-03-18,Internet Fibra,Contas,119.90,saida
15,2026-03-20,Netflix,Assinaturas,44.90,saida
15,2026-03-24,Farmácia,Diversos,90.00,saida
15,2026-03-28,Reserva Aposentadoria,Investimentos,600.00,saida

16,2026-01-05,Salário Empresa Tecnologia Financeira,Renda,24500.00,entrada
16,2026-01-06,Aporte ETF Nasdaq Tech,Investimentos,4000.00,saida
16,2026-01-07,Aporte Fundo Small Caps Brasil,Investimentos,3000.00,saida
16,2026-01-08,Aporte ETF S&P 500,Investimentos,2800.00,saida
16,2026-01-09,Aporte Fundo Ações Dividendos Brasil,Investimentos,2200.00,saida
16,2026-01-10,Plano de Saúde Executivo,Saúde,1250.00,saida
16,2026-01-12,Supermercado St Marche,Alimentação,1150.00,saida
16,2026-01-15,Condomínio,Moradia,2400.00,saida
16,2026-01-18,Dividendos Recebidos,Investimentos,780.00,entrada
16,2026-01-20,Conta de Energia,Contas,395.00,saida
16,2026-01-22,Netflix,Assinaturas,44.90,saida
16,2026-01-25,Restaurante Figueira Rubaiyat,Lazer,520.00,saida
16,2026-01-29,Reserva Independência Financeira,Investimentos,2500.00,saida

16,2026-02-05,Salário Empresa Tecnologia Financeira,Renda,24500.00,entrada
16,2026-02-06,Aporte ETF Nasdaq Tech,Investimentos,4000.00,saida
16,2026-02-07,Aporte Fundo Small Caps Brasil,Investimentos,3000.00,saida
16,2026-02-08,Aporte ETF S&P 500,Investimentos,2800.00,saida
16,2026-02-09,Aporte Fundo Ações Dividendos Brasil,Investimentos,2200.00,saida
16,2026-02-10,Plano de Saúde Executivo,Saúde,1250.00,saida
16,2026-02-12,Supermercado St Marche,Alimentação,1185.00,saida
16,2026-02-15,Condomínio,Moradia,2400.00,saida
16,2026-02-18,Dividendos Recebidos,Investimentos,835.00,entrada
16,2026-02-20,Conta de Energia,Contas,410.00,saida
16,2026-02-22,Netflix,Assinaturas,44.90,saida
16,2026-02-25,Restaurante Figueira Rubaiyat,Lazer,545.00,saida
16,2026-02-28,Reserva Independência Financeira,Investimentos,2500.00,saida

16,2026-03-05,Salário Empresa Tecnologia Financeira,Renda,24500.00,entrada
16,2026-03-06,Aporte ETF Nasdaq Tech,Investimentos,4000.00,saida
16,2026-03-07,Aporte Fundo Small Caps Brasil,Investimentos,3000.00,saida
16,2026-03-08,Aporte ETF S&P 500,Investimentos,2800.00,saida
16,2026-03-09,Aporte Fundo Ações Dividendos Brasil,Investimentos,2200.00,saida
16,2026-03-10,Plano de Saúde Executivo,Saúde,1250.00,saida
16,2026-03-12,Supermercado St Marche,Alimentação,1160.00,saida
16,2026-03-15,Condomínio,Moradia,2400.00,saida
16,2026-03-18,Dividendos Recebidos,Investimentos,910.00,entrada
16,2026-03-20,Conta de Energia,Contas,402.00,saida
16,2026-03-22,Netflix,Assinaturas,44.90,saida
16,2026-03-25,Restaurante Figueira Rubaiyat,Lazer,535.00,saida
16,2026-03-29,Reserva Independência Financeira,Investimentos,2500.00,saida

17,2026-01-05,Pró-labore Empresa Comercial,Renda,14800.00,entrada
17,2026-01-06,Aporte ETF Carteira Balanceada,Investimentos,1800.00,saida
17,2026-01-07,Aporte Fundo Multimercado Estratégia Brasil,Investimentos,1500.00,saida
17,2026-01-08,Aporte Tesouro IPCA+,Investimentos,1200.00,saida
17,2026-01-09,Aporte Fundo Imobiliário Dividendos Plus,Investimentos,1000.00,saida
17,2026-01-10,Plano de Saúde Familiar Premium,Saúde,950.00,saida
17,2026-01-12,Supermercado Sam's Club,Alimentação,820.00,saida
17,2026-01-15,Condomínio,Moradia,1350.00,saida
17,2026-01-18,Dividendos FIIs,Investimentos,220.00,entrada
17,2026-01-20,Conta de Energia,Contas,295.00,saida
17,2026-01-22,Netflix,Assinaturas,44.90,saida
17,2026-01-24,Spotify Premium,Assinaturas,21.90,saida
17,2026-01-26,Restaurante Outback,Lazer,245.00,saida
17,2026-01-28,Reserva Educação Filhos,Investimentos,1000.00,saida

17,2026-02-05,Pró-labore Empresa Comercial,Renda,14800.00,entrada
17,2026-02-06,Aporte ETF Carteira Balanceada,Investimentos,1800.00,saida
17,2026-02-07,Aporte Fundo Multimercado Estratégia Brasil,Investimentos,1500.00,saida
17,2026-02-08,Aporte Tesouro IPCA+,Investimentos,1200.00,saida
17,2026-02-09,Aporte Fundo Imobiliário Dividendos Plus,Investimentos,1000.00,saida
17,2026-02-10,Plano de Saúde Familiar Premium,Saúde,950.00,saida
17,2026-02-12,Supermercado Sam's Club,Alimentação,845.00,saida
17,2026-02-15,Condomínio,Moradia,1350.00,saida
17,2026-02-18,Dividendos FIIs,Investimentos,240.00,entrada
17,2026-02-20,Conta de Energia,Contas,308.00,saida
17,2026-02-22,Netflix,Assinaturas,44.90,saida
17,2026-02-24,Spotify Premium,Assinaturas,21.90,saida
17,2026-02-26,Restaurante Outback,Lazer,262.00,saida
17,2026-02-28,Reserva Educação Filhos,Investimentos,1000.00,saida

17,2026-03-05,Pró-labore Empresa Comercial,Renda,14800.00,entrada
17,2026-03-06,Aporte ETF Carteira Balanceada,Investimentos,1800.00,saida
17,2026-03-07,Aporte Fundo Multimercado Estratégia Brasil,Investimentos,1500.00,saida
17,2026-03-08,Aporte Tesouro IPCA+,Investimentos,1200.00,saida
17,2026-03-09,Aporte Fundo Imobiliário Dividendos Plus,Investimentos,1000.00,saida
17,2026-03-10,Plano de Saúde Familiar Premium,Saúde,950.00,saida
17,2026-03-12,Supermercado Sam's Club,Alimentação,832.00,saida
17,2026-03-15,Condomínio,Moradia,1350.00,saida
17,2026-03-18,Dividendos FIIs,Investimentos,255.00,entrada
17,2026-03-20,Conta de Energia,Contas,299.00,saida
17,2026-03-22,Netflix,Assinaturas,44.90,saida
17,2026-03-24,Spotify Premium,Assinaturas,21.90,saida
17,2026-03-26,Restaurante Outback,Lazer,238.00,saida
17,2026-03-28,Reserva Educação Filhos,Investimentos,1000.00,saida

18,2026-01-05,Salário Banco de Investimentos,Renda,32000.00,entrada
18,2026-01-06,Aporte ETF Nasdaq Tech,Investimentos,5000.00,saida
18,2026-01-07,Aporte ETF S&P 500,Investimentos,4000.00,saida
18,2026-01-08,Aporte Fundo Small Caps Brasil,Investimentos,3500.00,saida
18,2026-01-09,Aporte Fundo Ações Dividendos Brasil,Investimentos,2500.00,saida
18,2026-01-10,Aporte Fundo Tecnologia Global,Investimentos,2500.00,saida
18,2026-01-11,Plano de Saúde Executivo Premium,Saúde,1450.00,saida
18,2026-01-12,Supermercado St Marche,Alimentação,1380.00,saida
18,2026-01-15,Condomínio,Moradia,3200.00,saida
18,2026-01-18,Dividendos Recebidos,Investimentos,1150.00,entrada
18,2026-01-20,Conta de Energia,Contas,470.00,saida
18,2026-01-22,Netflix,Assinaturas,44.90,saida
18,2026-01-24,Restaurante Fasano,Lazer,780.00,saida
18,2026-01-28,Reserva Independência Financeira,Investimentos,3000.00,saida

18,2026-02-05,Salário Banco de Investimentos,Renda,32000.00,entrada
18,2026-02-06,Aporte ETF Nasdaq Tech,Investimentos,5000.00,saida
18,2026-02-07,Aporte ETF S&P 500,Investimentos,4000.00,saida
18,2026-02-08,Aporte Fundo Small Caps Brasil,Investimentos,3500.00,saida
18,2026-02-09,Aporte Fundo Ações Dividendos Brasil,Investimentos,2500.00,saida
18,2026-02-10,Aporte Fundo Tecnologia Global,Investimentos,2500.00,saida
18,2026-02-11,Plano de Saúde Executivo Premium,Saúde,1450.00,saida
18,2026-02-12,Supermercado St Marche,Alimentação,1425.00,saida
18,2026-02-15,Condomínio,Moradia,3200.00,saida
18,2026-02-18,Dividendos Recebidos,Investimentos,1280.00,entrada
18,2026-02-20,Conta de Energia,Contas,495.00,saida
18,2026-02-22,Netflix,Assinaturas,44.90,saida
18,2026-02-24,Restaurante Fasano,Lazer,840.00,saida
18,2026-02-28,Reserva Independência Financeira,Investimentos,3000.00,saida

18,2026-03-05,Salário Banco de Investimentos,Renda,32000.00,entrada
18,2026-03-06,Aporte ETF Nasdaq Tech,Investimentos,5000.00,saida
18,2026-03-07,Aporte ETF S&P 500,Investimentos,4000.00,saida
18,2026-03-08,Aporte Fundo Small Caps Brasil,Investimentos,3500.00,saida
18,2026-03-09,Aporte Fundo Ações Dividendos Brasil,Investimentos,2500.00,saida
18,2026-03-10,Aporte Fundo Tecnologia Global,Investimentos,2500.00,saida
18,2026-03-11,Plano de Saúde Executivo Premium,Saúde,1450.00,saida
18,2026-03-12,Supermercado St Marche,Alimentação,1390.00,saida
18,2026-03-15,Condomínio,Moradia,3200.00,saida
18,2026-03-18,Dividendos Recebidos,Investimentos,1360.00,entrada
18,2026-03-20,Conta de Energia,Contas,485.00,saida
18,2026-03-22,Netflix,Assinaturas,44.90,saida
18,2026-03-24,Restaurante Fasano,Lazer,810.00,saida
18,2026-03-28,Reserva Independência Financeira,Investimentos,3000.00,saida
